Datetime,Username,Url,Rule,Disconnected
2022-12-14 23:49:28+09:00,ore,https://stat.ink/@ore/spl3/6be05606-168b-47e0-945f-a997b4e30226,hoko,False
2022-12-14 23:47:59+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/4a5d0bcb-ac85-4125-a59f-ac5d08430adb,hoko,False
2022-12-14 23:47:56+09:00,YDKK,https://stat.ink/@YDKK/spl3/510a2dd4-8210-4fa6-90de-7709330e5264,hoko,False
2022-12-14 23:47:40+09:00,inkognito,https://stat.ink/@inkognito/spl3/c2dc5532-d7d8-4acc-ae36-a6f58a5f578f,hoko,False
2022-12-14 23:44:31+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/b57b7493-c58e-495a-8cde-152e6261781f,hoko,False
2022-12-14 23:43:04+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/4d998e04-e1a9-4f94-9bac-f090618790e9,hoko,False
2022-12-14 23:43:00+09:00,ore,https://stat.ink/@ore/spl3/be14d10e-378e-4e21-9883-fb6a1b73c8c5,hoko,False
2022-12-14 23:42:01+09:00,YDKK,https://stat.ink/@YDKK/spl3/d2350a1d-a390-470b-8139-826985a63241,hoko,False
2022-12-14 23:41:39+09:00,ngxx_ga,https://stat.ink/@ngxx_ga/spl3/153070ab-d4f4-4d7d-828a-e88f6d04ae83,hoko,False
2022-12-14 23:40:41+09:00,bernchan07,https://stat.ink/@bernchan07/spl3/4a05bad3-fcc4-438a-b91e-a455f45623f5,hoko,False
2022-12-14 23:38:47+09:00,inkognito,https://stat.ink/@inkognito/spl3/51d93af7-ea4e-4dbb-8cf9-2c4e4345b772,hoko,False
2022-12-14 23:38:46+09:00,YDKK,https://stat.ink/@YDKK/spl3/41e8d33e-3e18-4fd0-9606-2fe15ea933c3,hoko,False
2022-12-14 23:38:06+09:00,kaoru5884,https://stat.ink/@kaoru5884/spl3/4b367a4c-a9e2-4cae-a5fd-28ff7b0b1a67,hoko,False
